disaster_id,year,event_name,location,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,disaster_subsubtype,associated_disaster,associated_disaster2,country_name,country_iso3,start_isodate,end_isodate,no_killed,no_injured,no_affected,no_homeless,total_affected,total_dam_usd
1993-87,1993,Lola (Monang) and Manny (Naning),"Catanduanes, Camarines Sur, Camarines Norte, Albay, Marinduque, Mindoro Oriental, Quezon, Laguna, Batangas, Rizal provinces (Bicol peninsula, Luzon) Visayas, Masbate, Sorgoson, Occidental Mindoro, Romblon",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1993-12-6,1993-12-6 ,311,524,994478,164800,1159802,100551674.19
1993-77,1993,Flo (Kadiang),"Pampanga, Nueva Viscaya, Tarlac, Cagayan, Cavite, Bataan, Bulacan, Pangasinan, Nueva Ecija, Metro Manilla provinces",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1993-10-4,1993-10-4 ,124,35,1941531,0,1941566,378074294.94
1993-55,1993,Koryn (Goring),"Cordillera autonomous region (including Bagio city), Regions I-IV (including Metro Manilla)",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1993-6-26,1993-6-26 ,2,0,29413,14322,43735,888876.8
1993-54,1993,,"Metro Manilla, Region I, Region III",Natural,Hydrological,Flood,,,,,Philippines,PHL,1993-8-26,1993-8-26 ,5,0,258080,0,258080,5228687.06
1993-8,1993,Mayon,"Ligao, Camalig, Guinobatan, Daraga, Legaspi (Albay province)",Natural,Geophysical,Volcano,Volcanic eruption,,,,Philippines,PHL,1993-2-6,1993-3-19 ,79,9,108000,57000,165009,981384.34
1994-782,1994,,Extesive agricultural and infrastructure damage,Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,1994-3-18,1994-3-31 ,9,0,16821,0,16821,1522741.24
1994-778,1994,,"Panay, Negros Isl.",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,1994-7-22,1994-8-2 ,2,0,18000,0,18000,2849574.25
1994-768,1994,,Oro area (Mindanao),Natural,Geophysical,Earthquake (seismic activity),Earthquake (ground shaking),,,,Philippines,PHL,1994-5-13,1994-5-13 ,0,3,215,0,218,0
1994-756,1994,Vanessa,Kalinga-Apayao province,Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1994-7-7,1994-7-7 ,3,0,5300,0,5300,0
1994-594,1994,Axel (Garding),"Leyte, Cebu Isl., Surigao, Luzon, Iloilo, Bacolod",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Broken Dam / Burst Bank,Philippines,PHL,1994-12-19,1994-12-23 ,49,86,867837,0,867923,47753521.53
1994-519,1994,Teresa (Katring),"Arora, Quezon, Laguna, Batangas, Rizal, Cavite, Bulacan, Bataan, Oriental Mindoro, Occidental Mindoro provinces (Luzon)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,1994-10-18,1994-10-22 ,32,15,0,258736,258751,120038315.41
1994-518,1994,,"Mindoro, Luzon",Natural,Geophysical,Earthquake (seismic activity),Earthquake (ground shaking),,,,Philippines,PHL,1994-11-15,1994-11-15 ,81,171,266710,3985,270866,6589640.46
1994-313,1994,Oyang,"Pinatubo, Luzon",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1994-7-15,1994-7-15 ,39,0,0,0,0,3027672.64
1994-215,1994,Luke (Weling),"Papoay, San Nicolas, Pasuquin municipalities (locos Norte province), Cagayan province",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1994-9-10,1994-9-10 ,7,0,54674,0,54674,6945837.24
1994-211,1994,,Mont Pinatubo area (Luzon),Natural,Hydrological,Mass movement wet,Landslide,,,,Philippines,PHL,1994-9-19,1994-9-24 ,23,1,45762,22977,68740,42743613.8
1994-168,1994,,"Pampanga, Tarlac, Zambales",Natural,Hydrological,Flood,,,,,Philippines,PHL,1994-6-22,1994-6-22 ,50,0,757000,17000,774000,2938623.45
1994-128,1994,,Davao,Natural,Hydrological,Flood,Storm surge/coastal flood,,,,Philippines,PHL,1994-5-24,1994-5-24 ,1,0,2708,54,2762,65896.4
1994-74,1994,Caitlin (Pasing),"Pampanga, Zambales, Metro Manila (Luzon)",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1994-8-2,1994-8-2 ,11,0,14000,0,14000,0
1994-73,1994,Sharon (Gading),"Metro Manila, Aurora, Nueva Ecija, Pampanga, Tarlac, Zambales provinces (Luzon)",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1994-6-23,1994-6-23 ,2,0,23952,0,23952,0
1994-72,1994,Tim (Iliang),"La Union, Pangasinan, Ilocos Sur, Ilocos Norte provinces, Laoag city (Luzon)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,1994-7-10,1994-7-16 ,17,21,166564,0,166585,1780983.91
1994-71,1994,Yunya (Norming),"Pampanga, Bulacan, Bataan, Zambales, Tarlac, Ilocos Sur, Olongapo, Angeles",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1994-7-19,1994-7-19 ,11,7,420721,0,420728,66964994.95
1994-34,1994,Owen (Bising),"Negros Occidental, Cebu, Surigao del Sur, Palawan, Calaian",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1994-4-9,1994-4-9 ,15,33,46500,59213,105746,0
1994-21,1994,,Davao Del Norte Province,Natural,Hydrological,Mass movement wet,Landslide,,,,Philippines,PHL,1994-2-5,1994-2-5 ,4,3,5100,0,5103,0
1994-10,1994,Akang,"Albay, Sorsogon, Palawan, Marinduque Provinces",Natural,Meteorological,Storm,,,,,Philippines,PHL,1994-1-6,1994-1-6 ,62,26,59710,13822,73558,4274361.38
1995-486,1995,Karing,"Pampanga, Zambales, Tarlac (Luzon province)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,1995-7-29,1995-7-31 ,0,0,20000,0,20000,8059486.2
1995-472,1995,Mt Pinatubo,,Natural,Geophysical,Volcano,Volcanic eruption,,,,Philippines,PHL,1995-7-29,1995-7-30 ,0,0,0,2500,2500,0
1995-306,1995,Dan (Trining),"Agusan, Surigao, Leyte, Samar",Natural,Meteorological,Storm,,,,,Philippines,PHL,1995-12-25,1995-12-25 ,11,2,229191,0,229193,0
1995-304,1995,,"Cagayan, Isabela, Quirino, Nueva Viscaya, Aurora provinces",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,1995-12-22,1995-12-22 ,13,0,47700,0,47700,805948.62
1995-291,1995,,Davao City,Natural,Hydrological,Flood,,,,,Philippines,PHL,1995-12-10,1995-12-10 ,12,0,4500,0,4500,0
1995-290,1995,,"Albay, Catanduanes, Sorsogon",Natural,Hydrological,Flood,,,,,Philippines,PHL,1995-12-11,1995-12-11 ,17,0,17500,0,17500,228889.41
1995-282,1995,,Negros Occidental,Natural,Hydrological,Flood,,,,,Philippines,PHL,1995-11-28,1995-11-28 ,18,0,0,10000,10000,0
1995-272,1995,Zack (Pepang),"Leyte, Samar, Central Visayas, Panays Islands, Palawan",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,1995-10-28,1995-11-1 ,146,55,347998,0,348053,48356917.21
1995-271,1995,Angela (Rosing),"Luzon, Visayas, Calauag",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1995-11-3,1995-11-3 ,882,2369,1597219,0,1599588,393302926.61
1995-247,1995,Sybil (Mameng),"Pampanga, Pangasinan, Bulacan, Laguna, Marinduque, Quezon, Barangas, Cavite, Albay, Antique, Cebu, Leyte, Siquijor, Bukidnon provinces and National Capital region",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,1995-10-9,1995-10-26 ,184,14,758423,106000,864437,61413284.85
1995-209,1995,,"South Cotabato, Sultan Kudarat (Mindanao)",Natural,Hydrological,Flood,Flash flood,,Landslide / Mudslide,,Philippines,PHL,1995-9-4,1995-9-15 ,416,7,24478,0,24485,1128811637.33
1995-199,1995,Nina (Helming),"Pampanga, Sultan Kudarat provinces",Natural,Meteorological,Storm,,,Landslide / Mudslide,Flood,Philippines,PHL,1995-9-4,1995-9-4 ,20,0,19655,0,19655,635087.51
1995-187,1995,Kent (Gening),"Regions I, II, III, IV, V, Metro Manilla",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1995-8-28,1995-8-28 ,6,0,195886,0,195886,0
1995-163,1995,,Floridablanca Pampanga,Natural,Biological,Insect infestation,,,,,Philippines,PHL,,,0,0,200,0,200,0
1995-161,1995,,Pampanga Province,Natural,Hydrological,Flood,,,,,Philippines,PHL,1995-7-29,1995-7-29 ,0,0,25000,0,25000,0
1995-55,1995,,near Dolores (Samar Isl.),Natural,Geophysical,Earthquake (seismic activity),Earthquake (ground shaking),,,,Philippines,PHL,1995-4-21,1995-4-21 ,0,0,0,0,0,0
1996-372,1996,,Catanduanes (Mindanao),Natural,Hydrological,Mass movement wet,Landslide,,,,Philippines,PHL,1996-11-28,1996-11-28 ,33,8,0,0,8,0
1996-257,1996,Ernie,"Cebu, Bocolod",Natural,Meteorological,Storm,,,,,Philippines,PHL,1996-11-6,1996-11-6 ,12,0,800,0,800,6334574.53
1996-204,1996,,South,Natural,Hydrological,Mass movement wet,Landslide,,,,Philippines,PHL,1996-9-17,1996-9-17 ,12,0,0,0,0,0
1996-157,1996,,Davao Del Norte,Natural,Hydrological,Flood,,,,,Philippines,PHL,1996-6-30,1996-6-30 ,0,0,0,96000,96000,0
1996-129,1996,Cholera,"Baganga, Davao Oriental Province",Natural,Biological,Epidemic,Bacterial Infectious Diseases,,,,Philippines,PHL,1996-5-15,1996-5-30 ,4,0,214,0,214,0
1996-123,1996,Dengue/dengue haemorrhagic fever,,Natural,Biological,Epidemic,Viral Infectious Diseases,,,,Philippines,PHL,1996-1,1996-7-14 ,26,0,1459,0,1459,0
1996-108,1996,Gloria,"Quzeon, Aurora, Quirino, Nueva Vizcaya, Isabela, Cagayan, Batanes, La Union, Ilocos Norte, Ilocos Sur (Luzon Isl.)",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1996-7-15,1996-7-15 ,26,13,36815,0,36828,58003333.02
1997-567,1997,,"Surigao del Sur, Surigao del NOrte, Agusan del Sur (Mindanao province)",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,1997-3-9,1997-3-13 ,18,0,105000,0,105000,122766.66
1997-252,1997,Ivan,Cagayan Prov.,Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1997-10-20,1997-10-20 ,1,0,4000,0,4000,0
1997-203,1997,Bining,"Manilla, Luzon",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,1997-5-24,1997-5-26 ,30,0,309111,0,309111,4038377.01
1997-180,1997,Winnie,All country,Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1997-8-18,1997-8-19 ,18,5,53654,0,53659,8076754.01
1998-9109,1998,,All country,Natural,Climatological,Drought,Drought,,,,Philippines,PHL,,,8,0,2600000,0,2600000,0
1998-404,1998,Faith (Norming),"E and W Samar, Cagayan, Pampanga, Bulacan, Isabela, Quenzon, W Mindoro, Palawan, Masbate, Albay, Sorsogon, Catanduanes, Aklan, Capiz, Antique, Iloilo, Leyte",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1998-12-11,1998-12-11 ,69,30,326490,0,326520,50181618.78
1998-314,1998,Babs (Loleng),Albay,Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1998-10-21,1998-10-21 ,332,751,3901673,0,3902424,130037407.69
1998-309,1998,Zeb (Iliang),Town Of Tabuk Level 2 = Kalinga-Apayao (from GENAME),Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1998-10-13,1998-10-18 ,75,63,1344556,0,1344619,91575639.22
1998-296,1998,Vicky and Todd (Emang and Gading),"North and Central Luzon Isl., cordillera Autonomous Region, central Visayas Isl., National Capital Region",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1998-9-18,1998-9-18 ,118,22,1749414,0,1749436,159411209.72
1998-271,1998,Dengue fever,N.A. on the source,Natural,Biological,Epidemic,Viral Infectious Diseases,,,,Philippines,PHL,1998-9-3,1998-9-3 ,202,0,11000,0,11000,0
1998-88,1998,,Quezeon & Rizal,Natural,Climatological,Wildfire,Forest fire,,,,Philippines,PHL,1998-4-2,1998-4-2 ,2,0,300,0,300,0
1999-732,1999,,Manilla,Natural,Hydrological,Mass movement wet,Landslide,,,,Philippines,PHL,1999-8-4,1999-8-4 ,58,0,0,0,0,0
1999-729,1999,Sendang,"Regions V, VI, VII",Natural,Meteorological,Storm,,,,,Philippines,PHL,1999-11-7,1999-11-9 ,33,7,54152,0,54159,24104416.91
1999-728,1999,Reming,"Regions V, VIII",Natural,Meteorological,Storm,,,,,Philippines,PHL,1999-10-15,1999-10-18 ,1,0,5791,0,5791,0
1999-727,1999,Neneng,Region III,Natural,Meteorological,Storm,,,,,Philippines,PHL,1999-9-10,1999-9-15 ,1,2,1505,0,1507,0
1999-726,1999,Luding,"Regions I, II, III and CAR",Natural,Meteorological,Storm,,,,,Philippines,PHL,1999-8-18,1999-8-21 ,11,23,35222,0,35245,6581696.66
1999-725,1999,Ising (Olga),Region III,Natural,Meteorological,Storm,,,,,Philippines,PHL,1999-7-28,1999-8-1 ,47,2,1245917,0,1245919,55509967.25
1999-724,1999,Gening,Region III - Zambales,Natural,Meteorological,Storm,,,,,Philippines,PHL,1999-6-4,1999-6-6 ,0,0,755,380,1135,3630034.85
1999-723,1999,Etang,Regions II - Batanes,Natural,Meteorological,Storm,,,,,Philippines,PHL,1999-6-1,1999-6-6 ,0,0,1601,0,1601,0
1999-644,1999,,Luzon (Manila Region),Natural,Geophysical,Earthquake (seismic activity),Earthquake (ground shaking),,,,Philippines,PHL,1999-12-12,1999-12-12 ,6,40,150,0,190,2946734.17
1999-608,1999,,Surigao del Sur Province,Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,,,0,0,0,250,250,0
1999-503,1999,Dengue fever,Pangasinan Province,Natural,Biological,Epidemic,Viral Infectious Diseases,,,,Philippines,PHL,,,10,0,402,0,402,0
1999-390,1999,Dan (Pepang),"Provinces Of Cagayan, Ilocos, Sur, Pangasinan, La Union",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1999-10-5,1999-10-5 ,7,22,37200,4711,41933,2956589.47
1999-312,1999,,Nord du pays,Natural,Hydrological,Mass movement wet,Landslide,,,,Philippines,PHL,1999-9-13,1999-9-13 ,13,0,0,0,0,0
1999-253,1999,,"Rizal, Pangasinan, Pampanga and Bulacan Provinces",Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,1999-7-30,1999-8-8 ,130,32,2096341,3390,2099763,29565894.67
1999-172,1999,,Compostela Valley (Mindanao Isl.),Natural,Hydrological,Mass movement wet,Landslide,,,,Philippines,PHL,1999-5-10,1999-5-10 ,10,10,0,35,45,0
1999-127,1999,,South of Philippines,Natural,Hydrological,Mass movement wet,Landslide,,,,Philippines,PHL,,,19,0,0,0,0,0
1999-83,1999,,Gingoog,Natural,Hydrological,Flood,,,,,Philippines,PHL,1999-3-2,1999-3-2 ,0,0,1300,0,1300,0
1999-53,1999,,"Iligan city, towns of Kauswagan, Linamon and Bacolod (Lanao del Norte Province, Mindanao islands)",Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,1999-2-20,1999-2-22 ,34,79,2609,1015,3703,9855298.22
2000-788,2000,Rumbia (Toyang),Mindanao Isl. and Central Philippines,Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2000-11-30,2000-12-3 ,48,26,164067,0,164093,1756689.51
2000-783,2000,Acute diarrhoeal syndrome,Zamboanga,Natural,Biological,Epidemic,,,,,Philippines,PHL,2000-11-18,2000-11-18 ,1,0,664,0,664,0
2000-763,2000,,Cabugao-Apayao (Kaling-Apayao province),Natural,Geophysical,Mass movement dry,Landslide,,,,Philippines,PHL,2000-11-8,2000-11-8 ,11,0,0,0,0,0
2000-715,2000,Bebinca (Seniang),"Rizal, Laguna, Cagayan, Nueva Vizcaya provinces, Manilal area (Luzon Isl)",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2000-11-3,2000-11-5 ,94,0,1747872,0,1747872,54457374.83
2000-706,2000,Xangsane (Reming),"Cavite, Sorsogon, Catanduanes, Samar, Albay, Manilla (Southern Luzon)",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2000-10-28,2000-10-31 ,154,314,2435942,0,2436256,29863721.68
2000-597,2000,Maring,"Caloocan, Quezon, Malabon districts (Manila, Luzon)",Natural,Hydrological,Flood,Storm surge/coastal flood,,Flood,,Philippines,PHL,2000-9-4,2000-9-5 ,5,0,6508,0,6508,0
2000-414,2000,Garbage,Manilla,Natural,Hydrological,Mass movement wet,Subsidence,Sudden subsidence,,,Philippines,PHL,2000-7-10,2000-7-10 ,287,38,2800,0,2838,0
2000-397,2000,Kai-Tak (Edeng),"La Union, Pangasinan, Ilocos Norte, Ilocos Sur, Baguio City (Reg. I), Bataan, Bulacan, Pampanga, Olongapo City, Tarlac, Zambales (Reg. III), Mindoro Oriental (Reg. IV), Caloocan, Manioma, Quezon cities, Rizal (NCR), Cavite (Reg. IV), Iloilo, Negros Occide",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2000-7-7,2000-7-7 ,75,11,1483310,0,1483321,45257591.86
2000-396,2000,Kirogi,Manilla,Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2000-7-5,2000-7-5 ,11,0,0,120000,120000,13175171.33
2000-257,2000,Biring,"Metro Manila, Central Luzon",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2000-5-18,2000-5-18 ,12,4,235885,0,235889,2109784.1
2000-89,2000,Mount Mayon,Albay (Legazpi Province),Natural,Geophysical,Volcano,Volcanic eruption,,,,Philippines,PHL,2000-2-24,2000-3-9 ,0,0,68426,0,68426,3889310.58
2000-66,2000,,"Matata, Sapa-Sapa, Simunol",Natural,Hydrological,Flood,Storm surge/coastal flood,,,,Philippines,PHL,2000-1-22,2000-1-22 ,0,0,0,5250,5250,0
2000-38,2000,,"Agusan del Sur, Agusan del Norte, Surigao del Sur, Davao Oriental, Davao del Norte, Compostela Valley (Mindano Isl.)",Natural,Hydrological,Flood,Flash flood,,Landslide / Mudslide,,Philippines,PHL,2000-1-28,2000-2-1 ,50,0,153885,0,153885,7167293.2
2001-793,2001,TS Labuyo ( Lekima),"Regions I, II and CAR",Natural,Meteorological,Storm,,,,,Philippines,PHL,2001-9-22,2001-9-27 ,4,0,37357,0,37357,2702056.87
2001-792,2001,TD Jolina,Region III,Natural,Meteorological,Storm,,,,,Philippines,PHL,2001-8-17,2001-8-19 ,0,0,295355,0,295355,562688.46
2001-758,2001,Kajiki (Quedan),"Cebu, Leyte Isl.",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2001-12-5,2001-12-7 ,6,8,54832,0,54840,184362.09
2001-614,2001,Lingling (Nanang),"Camiguin Isl., Cagayan de Oro (Mindanao Isl.)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2001-11-8,2001-11-8 ,290,147,1060000,0,1060147,43593952.29
2001-596,2001,,Zamboanga (Mindanao Isl.),Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,2001-10-10,2001-10-10 ,4,0,300,0,300,0
2001-461,2001,Mt Mayon,Legaspi,Natural,Geophysical,Volcano,Volcanic eruption,,,,Philippines,PHL,2001-7-25,2001-7-25 ,0,0,57645,0,57645,3433743.91
2001-445,2001,,"Zamboanga del Sur, Maguindanao, Sultan Kudarat, North Cotabato, Misamis Occidental, Zamboanga del Norte, Zamboanga Sibugay provinces (Mindanao Isl).",Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,2001-8-12,2001-8-14 ,37,0,79000,0,79000,15363507.41
2001-319,2001,Utor (Feria),"Regions I, II, III, IV, VIII, Cordillera Autonomous Region (CAR), National Capital Region",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,,,232,241,1902413,0,1902654,131674860.73
2001-297,2001,Mt. Mayon,Luzon Isl.,Natural,Geophysical,Volcano,Volcanic eruption,,,,Philippines,PHL,2001-5-24,2001-5-24 ,0,0,25576,0,25576,1520987.23
2001-59,2001,,Silay city and surrounding (Negros Island and Province),Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2001-1-15,2001-1-15 ,2,0,12000,0,12000,0
2001-54,2001,Auring,"Leyte Isl., Visayas, Mindanao",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2001-2-17,2001-2-17 ,55,84,0,100000,100084,11522630.56
2002-9164,2002,,"Pangasinan, La Union, Ilocos Norte, Ilocos Sur",Natural,Climatological,Drought,Drought,,,,Philippines,PHL,,,0,0,0,0,0,845201.89
2002-878,2002,TD Milenyo,"REgions III, IV, V, VI, VII, VIII, X, CARAGA",Natural,Meteorological,Storm,,,,,Philippines,PHL,2002-8-11,2002-8-14 ,57,21,194451,0,194472,6231731.36
2002-877,2002,TD Juan,"Regions IV, VI",Natural,Meteorological,Storm,,,,,Philippines,PHL,2002-7-15,2002-7-23 ,14,2,19048,0,19050,444057.5
2002-875,2002,TD Caloy,"Regions VI, VII, VIII and CARGA",Natural,Meteorological,Storm,,,,,Philippines,PHL,2002-3-20,2002-3-20 ,42,2,54629,0,54631,6142173.55
2002-858,2003,Acute respiratory syndrome (SARS),,Natural,Biological,Epidemic,Viral Infectious Diseases,,,,Philippines,PHL,2003-2-25,2003-5-5 ,2,0,12,0,12,0
2002-532,2002,,"Manila area (Bulacan, Laguna, Pampanga, Pangasinan provinces, Luzon), Maguindanao Province (Mindanao), Negros Island, Visayas.",Natural,Hydrological,Flood,Storm surge/coastal flood,,,,Philippines,PHL,2002-7-20,2002-7-28 ,18,0,7000,0,7000,0
2002-528,2002,Rammasun (Florita),Manilla (Luzon Isl.),Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2002-6-28,2002-7-3 ,7,0,0,3000,3000,0
2002-499,2002,,"Negros Occidental (Negros Isl.), Manila and Rizal Province (Luzon Island)",Natural,Hydrological,Flood,Storm surge/coastal flood,,,,Philippines,PHL,2002-8-13,2002-8-17 ,26,59,3500,0,3559,0
2002-423,2002,Halong (Anday),,Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2002-7-13,2002-7-13 ,62,0,11000,0,11000,10567822.28
2002-408,2002,Chata\'an,Manilla,Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2002-7-7,2002-7-9 ,33,41,700000,0,700041,1865787.83
2002-176,2002,,"Surigao del Norte, Surigao del Sur",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2002-3-21,2002-3-26 ,35,0,50000,0,50000,2705392.36
2002-129,2002,,"General Santo city Kiamba (Saranggani province, Mindanao Isl.)",Natural,Geophysical,Earthquake (seismic activity),Earthquake (ground shaking),,Tidal Wave / Tsunami,,Philippines,PHL,2002-3-6,2002-3-6 ,15,100,73351,0,73451,3197960.35
2002-5,2002,,"Davao del Sur, Surigao del Sur, Agusan del Sur, Davao del Norte, Davao Oriental, Compostella Valley ((Mindanao Isl.)",Natural,Hydrological,Flood,General flood,,Landslide / Mudslide,,Philippines,PHL,2002-1-4,2002-1-7 ,11,8,95000,0,95008,731388.83
2003-826,2003,Onyok (Dujuan),Regions III and NCR,Natural,Meteorological,Storm,,,,,Philippines,PHL,2003-8-30,2003-9-2 ,1,1,34288,0,34289,0
2003-825,2003,Nina (Krovanh),Region I,Natural,Meteorological,Storm,,,,,Philippines,PHL,2003-8-20,2003-8-24 ,1,0,1156,0,1156,138626.44
2003-824,2003,Kabayan,Region III,Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2003-8-4,2003-8-5 ,0,0,155147,0,155147,1255233.94
2003-823,2003,Ineng,"Regions V, VIII, X",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2003-7-30,2003-7-31 ,0,0,3748,0,3748,277252.88
2003-822,2003,Gilas (Koni),"Regions IV , VIII",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2003-7-15,2003-7-19 ,8,1,116601,0,116602,2846589.52
